,id,overview,title,release_date,vote_average,vote_count
4056,584855,"By the middle of the 12th century, the borders of the Mongolian Empire stretched from the Adriatic and Mediterranean Seas in the west to the southern lands of China in the east. The Mongolian army, under Khan Batu’s command, was known for its invisibility, destroying anyone who dared to challenge them. Yet, even within their central territories, some areas refused to bow to the Genghisids. Kozelsk was one of them. The Mongolian armies bypassed the high walls of this small town, considering that ""the skin of the wolf was not worth the risk of encountering its teeth"".However, one of the Khan’s commanders harbored a grudge against the town's citizens. Now, the people of Kozelsk must face a battle against the strongest army in the world, with no hope of victory. This is a story about people facing their death. Some try to escape, others are willing to do anything to survive, but most are prepared to protect their city from the relentless storms of the Mongolian hordes.",Fierce Town,2025-01-30,7.535,43
4057,219598,"A family of boisterous children expect their father to organize a really exciting holiday. So when the chance comes up of spending it on a boat, the Ramona, it seems that the problem is solved.",Giddy Vacations,1987-03-31,8.0,3
4058,10010,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",Brother Bear 2,2006-07-19,6.7,1578
4059,803,Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,Night and Fog,1956-05-22,8.3,570
4060,10010,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",Brother Bear 2,2006-07-19,6.7,1578
4061,803,Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,Night and Fog,1956-05-22,8.3,570
4062,1119090,A gifted young writer in 19th-century Mexico journeys into her subconscious and comes face to face with characters from her own spooky stories.,I Am Frankelda,2025-10-23,8.132,110
4063,11186,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",Child's Play 2,1990-11-09,6.4,2056
4064,261023,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Black Mass,2015-09-17,6.527,3623
4065,818721,"An experienced airline pilot, Estelle leads a perfect life between long-haul flights with her loving, protective husband Guillaume. One day, by chance, in an airport corridor, she crosses paths with Ana, a photographer with whom she had a passionate affair twenty years earlier. Little does Estelle know that this reunion will send her into a nightmarish spiral, turning her life upside down and irrational.",Visions,2023-09-06,5.758,178
4066,511809,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",West Side Story,2021-12-08,6.914,1808
4067,581734,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",Nomadland,2021-01-29,7.162,3410
4068,1730405,"It portrays the stories of joy and sorrow of a woman. Jiwa Wanita (Soul of a Woman) addresses the problems and inner turmoil of a person bearing the titles of wife, mother, and woman in society.",Jiwa Wanita,2022-01-01,0.0,0
4069,10633,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",In the Heat of the Night,1967-08-02,7.678,1259
4070,1059064,"Rory and Cobby are unlikely partners thrown together for a heist. But when it goes awry, they team up with an unusual accomplice — Rory's therapist — to outrun police, backward bureaucrats, and a vengeful crime boss.",The Instigators,2024-08-02,6.148,664
4071,129139,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",The To Do List,2013-07-24,5.765,1101
4072,2289,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",Cold Mountain,2003-12-24,6.941,1994
4073,1246310,Madea packs her best floral dresses and a whole lot of chaos when the Simmons family heads to the Bahamas for her grandniece's whirlwind wedding.,Madea's Destination Wedding,2025-07-10,6.088,91
4074,492,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",Being John Malkovich,1999-10-29,7.422,4846
4075,459992,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",Long Shot,2019-05-02,6.702,2915
4076,1450527,"Free Eden employee Apple secretly runs a witchy femme cult in the basement of the mall store after hours - with fellow fruits Cherry and Fig. But when new hire Pumpkin challenges their performative sisterhood, the women are forced to face their own poisons or succumb to a bloody fate.",Forbidden Fruits,2026-03-26,5.9,72
4077,37056,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",Letters to Juliet,2010-05-13,7.003,3030
4078,968,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturile. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",Dog Day Afternoon,1975-09-21,7.849,3422
4079,1050390,"Ryoko, a cosmetics saleswoman, accidentally runs over a man, who turns out to be a serial rapist who escaped from a prison transport vehicle. Held captive inside her car by the bloodied man, she seizes an opportunity to escape. Wandering through the forest, she arrives at a mountain cabin where she is rescued by another man. However, he harbors twisted sexual desires of his own. Once discovered, he imprisons Ryoko too...",Confinement Escape: Beautiful Prey,1993-12-24,7.0,2
4080,814889,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",Never Let Go,2024-09-18,6.059,635
4081,1644629,"A lonely man’s quiet life changes when he unexpectedly becomes the caretaker of a mischievous cat. Through this unusual responsibility, he forms a heartfelt connection with the cat’s owner, leading to a promise that changes both their lives forever.",Love Sitter,2026-03-23,0.0,0
4082,8967,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",The Tree of Life,2011-05-17,6.722,3363
4083,1412,"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage.","sex, lies, and videotape",1989-08-04,7.0,1047
4084,449992,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",The Night Comes For Us,2018-10-05,6.925,824
4085,267050,,Vento di primavera,1958-10-22,9.0,1
4086,263109,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",Shaun the Sheep Movie,2015-02-05,6.985,1533
4087,1717231,"An ice cream cart, a sunset, and a shared memory—two strangers rediscover a connection that speaks louder than words.",Strawberry Cheesecake,2024-11-01,0.0,0
4088,906161,"Lottery is the story of the friendship of two boys who grew up at the railway station. The tragedy unfolds as life and dreams unfold, centering on winning a lottery. Dreams grow with the tension of friendship and the desire to change the day.",Lottery,2021-11-29,0.0,0
4089,1403612,Follows the real-life international hostage crisis that took place in Mapenduma in 1996. The subsequent rescue operation was overseen by now-Indonesian President Prabowo Subianto.,Timur,2025-12-18,5.857,7
4090,1662069,"When Zoe is attacked by a mysterious woman and begins to experience strange visions, she has only minutes to get help or else uncover the mystery behind the madness that surrounds her.",AMYGDALA,2026-04-04,0.0,0
4091,1726592,Seventh installment in the theatrical stage play for Promise of Wizard. It adapts the contents of Etude of the Sacred Sword and Etude of Frog Sheltering From the Drizzling Rain.,Promise of Wizard Etude Series Part 2,,0.0,0
4092,53163,"Ho Kam-An is a lovestruck dim sum delivery boy who falls for a beautiful judo student. After being humiliated by her boyfriend, Ho Kam-An seeks the services of an aging master who teaches him a half-assed style of kung fu, ""Karate Kid""-style.",Love on Delivery,1994-02-04,6.986,111
4093,15472,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",The Girl with the Dragon Tattoo,2009-02-27,7.532,3254
4094,1109086,"Years ago Agent Kabir went rogue, became India’s greatest villain ever.  As he descends further into the deepest shadows... India sends its deadliest, most lethal agent after him, Agent Vikram  A Special Units Officer who is more than Kabir’s equal and a relentless Terminator driven by his own demons, determined to put a bullet into Kabir’s skull.",War 2,2025-08-13,6.074,68
4095,1676,"Will Penny, an aging cowpoke, takes a job on a ranch which requires him to ride the line of the property looking for trespassers or, worse, squatters. He finds that his cabin in the high mountains has been appropriated by a woman whose guide to Oregon has deserted her and her son. Too ashamed to kick mother and child out just as the bitter winter of the mountains sets in, he agrees to share the cabin until the spring thaw. But it isn't just the snow that slowly thaws; the lonely man and woman soon forget their mutual hostility and start developing a deep love for one another.",Will Penny,1967-12-19,6.658,117
4096,337871,"Contemporary genre-painting of a Hungarian ""middle class"" family of four. The scene is the villa apartment almost finished, where the tourist guide mother, father who also works for the second economy and the lonely big girl preparing for her maturity examination turn up alternatively. It is only the teen-ager boy who really ""lives"" in this place: instead of attending school he stays home all day and observes the life of the surrounding by a self-made periscope. Internal communication of the family is accomplished in writing, on the pin-up board in the kitchen.","Love, Mother",1986-04-29,9.0,2
4097,678048,,The Best Groom,1975-01-01,7.0,2
4098,665760,"Routinely, but with dedication, Mare runs her small family’s modest household, even though a new washing machine is not the only thing that is missing. When a chance encounter rekindles her libido, she does not hold back for long.",Mare,2020-02-23,5.176,17
4099,447543,"November 26, 2005. The day Grêmio defeated his opponent in enemy territory with seven men on the pitch. Warriors covered with the ever-victorious sacred mantle of three colors. No team in the world has the determination, the spirit of claw and the bravery typical of the gaucho as the Immortal Tricolor. Facing diversities is part of the culture and history of this club that fills the Rio Grande do Sul with pride and joy. Only Grêmio would be able to overcome the difficulties of this battle and make history as Brazilian Champion of Series B. An epic that the tricolor nation will never tire of remembering, reviving and celebrating. The living, real story of who was there. Exciting testimonials and exclusive images will make you, gremista, get emotional once more, as if you were in the Estádio dos Aflitos.",A Batalha dos Aflitos - Os Bastidores de um Dia Inesquecível,2006-09-18,8.0,1
4100,447543,"November 26, 2005. The day Grêmio defeated his opponent in enemy territory with seven men on the pitch. Warriors covered with the ever-victorious sacred mantle of three colors. No team in the world has the determination, the spirit of claw and the bravery typical of the gaucho as the Immortal Tricolor. Facing diversities is part of the culture and history of this club that fills the Rio Grande do Sul with pride and joy. Only Grêmio would be able to overcome the difficulties of this battle and make history as Brazilian Champion of Series B. An epic that the tricolor nation will never tire of remembering, reviving and celebrating. The living, real story of who was there. Exciting testimonials and exclusive images will make you, gremista, get emotional once more, as if you were in the Estádio dos Aflitos.",A Batalha dos Aflitos - Os Bastidores de um Dia Inesquecível,2006-09-18,8.0,1
4101,109431,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",Identity Thief,2013-02-07,5.849,3535
4102,571,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,The Birds,1963-03-28,7.512,4506
4103,11968,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",Into the Blue,2005-09-30,5.924,1667
4104,1491,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",The Illusionist,2006-08-18,7.3,5374
4105,10214,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",Son of the Mask,2005-02-11,4.198,1982
4106,943,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Lethal Weapon 3,1992-05-15,6.73,3294
4107,458220,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",Palmer,2021-01-28,8.122,1937
4108,1588962,A short film.,Solo,2025-12-06,0.0,0
4109,1208808,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",Night Shift,2024-12-05,6.422,192
4110,242224,A grieving single mother and her child fall into a deep well of paranoia when an eerie children's book manifests in their home.,The Babadook,2014-05-22,6.538,6471
4111,306215,"Volcom Stone presents ""Mr. Plant"", a Veeco Productions film based on the travels of snowboarder and New Hampshire backwoodsman Pat Moore. Mr. Plant follows Pat as he spends a season traveling the world with the Volcom Snow family, friends and icons. Filmed by Seth Huot and Jake Price on location in Jackson Hole, Japan, Quebec, Massachusetts, Chile and Minnesota; the film unfolds across the globe to portray the only destination that really matters: Staying true to snowboarding.",Mr. Plant,2014-11-04,6.0,3
4112,72710,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",The Host,2013-03-22,6.289,4103
4113,269076,"Nagy István, the formerly poor peasant boy returns to his native village as a teacher. His conviction is that the abyss between rich and poor can be diminished by good will. The rich Böröcz Horváth Klári returns his love, and also Böröcz Horváth is willing to help the poorest family, the Bakos. Bakos Jóska, who was sent to serve the tough Böröcz Horváth as a payment, dies of an infected wound and the people in the village hold the teacher liable as well. Nagy István realises, that the abyss cannot be ceased, what is more, it is impassable. He breaks up with his fiancée and stands by the side of the poor.",Abyss,1956-06-05,8.0,1
4114,649609,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",Renfield,2023-04-07,6.445,2175
4115,615228,"Ophelia is a 20-year-old girl who lives with her mother and grew up without a father. She suspects that he is Tedesco, a German artist who has just returned to Brazil. Determined to find him, she sends a letter notifying him of her arrival and that she will swim to him from the Santos bridge. Upon learning of the imminent arrival, Tedesco asks Smutter, his great friend, to start following her closely.",Vou Nadar Até Você,2020-03-05,2.25,4
4116,471334,,Âmago,2017-04-24,0.0,0
4117,394117,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",The Florida Project,2017-10-06,7.427,3130
4118,11451,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",Herbie Fully Loaded,2005-06-19,5.838,2448
4119,146451,The Squadron leader throws big a party where one of his colleagues is going to demonstrate a new type of explosive substance.,Private Number 91-Karlsson,1946-09-02,7.2,15
4120,11007,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Kate, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",Cheaper by the Dozen,2003-12-24,6.288,2974
4121,9344,"A group of bored, disaffected New York City teenagers spend a day skating, smoking, drinking, partying, deflowering virgins, and getting into fights.",Kids,1995-07-21,6.892,1314
4122,873,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",The Color Purple,1985-12-18,7.725,2003
4123,529216,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",Mirage,2018-11-30,7.46,2017
4124,1598766,"Shin-chan and his family visit his father's home town of Akita in order to view the Omagari Fireworks Festival. When a strange incident to causes the residents of “Yokai Land” to begin running wild throughout Akita and the rest of Japan, Shin-chan and company are lured to “Yokai Land” for an unusual adventure.",Crayon Shin-chan the Movie: Very Bizarre! My Yokai Vacation,2026-07-31,0.0,0
4125,642757,"Based on the work of Yurii Mushketyk ""Yasa"". The action of the picture takes place in the 17th century, when Ukraine, led by the legendary Ivan Sirko, was defending itself from Tatar raids.  A story of Ivan Sirko, the legendary Ukrainian originally from the Merefa county near Kharkiv, who was elected the leader of Cossacks eight times, bravely fought and won 53 major battles.",The Black Valley,1990-05-10,0.0,0
4126,332210,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Storks,2016-09-22,6.68,2540
4127,12481,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",The Big Boss,1971-10-23,7.067,854
4128,119283,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",Parker,2013-01-23,6.09,3300
4129,397215,,Kolorádó Kid,2010-10-14,3.333,3
4130,1662414,"During the golden age of aviation, a young airplane enthusiast and his mother embark on a cross-country journey to Hollywood—and their simple flight transforms into the trip of a lifetime.",Propeller One-Way Night Coach,2026-05-15,6.4,44
4131,167346,"Midori Satsuki stars as a serial seducer who destroys one man’s life after another. Finally she seduces a professional killer, with disastrous consequences.",Confessions of Lady Mantis,1975-11-01,3.8,4
4132,889580,"Aldi and Emma are a newlywed couple, Aldi from Indonesia and Emma from Malaysia. After getting married, they wanted to go on a honeymoon to Ipoh, but Aldi had work in Kuala Lumpur for a few days, they also looked for lodging in Kuala Lumpur, but they got lost in a place they had never been to. They don't know that it turns out that the house is a haunted house, where the owner Sukri is a devil worshiper and his wife and children were killed in the house to become the devil's sacrifice. Emma is always terrorized by the spirits of Sukri's wife and children. And the climax is when Emma is possessed by the spirit of Sukri who turns out to also die as a victim of the devil.",Whisper of the Dead,2021-11-04,1.0,2
4133,1462096,"The main character is a villager. His grandfather was a student at the Shaolin school. He himself has been a fan of Bruce Lee since childhood. There is a girl in the village who he loves. Later, the girl finds another suitor. Since the suitor is very rich and has opportunities, he encounters certain problems. But Bruce Lee overcomes many difficulties with his will.",Brother Lee,2017-05-12,0.0,0
4134,651045,"The special secret to a successful noraebang is revealed! The noraebang where Hee-jin works is for customers who want a call-girl. When they start turning around and leaving, Hee-jin decides to become a call-girl herself and even brings her friend Seong-hee in. Rumors of Hee-jin and Seong-hee's beauty and service quickly spread and more customers come. When they've made enough money, Hee-jin and Seong-hee decide to open their own noraebang and display a hidden special service.",Noraebang: Hot Women 2,2019-11-20,0.0,0
4135,9411,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",Fallen,1998-01-16,6.807,1631
4136,1566700,"St. Petersburg. Friends Lera, Valya, and Olya perform a mystical ritual for fun, and suddenly Catherine the Great herself materializes in the kitchen amidst the candles. The crowned empress quickly embraces the 21st century: she tries cappuccino, searches for the ""Kareta"" fare on a taxi app, and that night, she discovers a dance floor with a bang. The friends are delighted, until they notice that reality around them is beginning to shift.",The Mad Empress,2025-12-04,6.5,3
4137,1469513,An apolitical rapper from Donetsk volunteers to go to Mariupol to rescue his mother from the besieged city.,Youngling,2026-02-26,5.5,2
4138,1365126,,On the Eve of the Premiere,1978-01-01,7.0,1
4139,1278101,"Liu Chunhe, suffering from cerebral palsy, bravely breaks through the shackles of body and mind to realize the dream stage for his grandmother, while trying to find the coordinates of his own life. After experiencing a summer transformation, he finally embarked on a new journey.",Big World,2024-12-27,8.386,101
4140,1469513,An apolitical rapper from Donetsk volunteers to go to Mariupol to rescue his mother from the besieged city.,Youngling,2026-02-26,5.5,2
4141,1365126,,On the Eve of the Premiere,1978-01-01,7.0,1
4142,1278101,"Liu Chunhe, suffering from cerebral palsy, bravely breaks through the shackles of body and mind to realize the dream stage for his grandmother, while trying to find the coordinates of his own life. After experiencing a summer transformation, he finally embarked on a new journey.",Big World,2024-12-27,8.386,101
4143,497828,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",Triangle of Sadness,2022-09-18,7.016,2923
4144,1549709,"A year after the deadly battle that finally subdued the vengeful ghost of Nak Tinn, the cycle of vengeance returns once again.",Pee Nak 5,2026-03-03,8.5,2
4145,700548,"Yoon-yeong failed her university entrance exam twice. Her mother provides her an English tutor since her grades do not improve as expected.  However, the tutor goes to Yoon-yeong’s mother, Hee-jae, and then Hee-jae’s younger sibling, Yoon-joo, likes the youthful and handsome tutor.  Eventually, Yoon-joo plans to seduce the tutor, Yoon-seong by making her sister and Yoon-yeong leave the house.  The tutor knows how Yoon-joo feels, but he still keeps on thinking about seeking Hee-jae…",My Student's Mom 4,2019-10-11,3.5,2
4146,1100099,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",We Live in Time,2024-10-10,7.221,1314
4147,838240,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected malfunction forces him to abandon Robot at the beach. Will Dog ever meet Robot again?,Robot Dreams,2023-12-06,7.942,814
4148,1729766,"Jaafar (Hairi Safwan) is a village writer who strives to write all the stories of the community that constantly experience joy and sorrow. He also works as a construction laborer and is often oppressed by his employer, Harun. Jaafar rents a house from Ghani, but without Ghani's knowledge, Syakir (Razali Hussain) has been treating Jaafar and the villagers harshly.",Lorong Hidup,2022-01-01,0.0,0
4149,357096,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",I Spit on Your Grave III: Vengeance Is Mine,2015-10-01,5.779,1074
4150,11287,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame.",A League of Their Own,1992-07-01,7.205,1562
4151,580175,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,Another Round,2020-09-24,7.626,3818
4152,207282,"Latvia in the late 19th century. Edgars, the coachman of Alaine manor, loves Kristine, the washerwoman's daughter, although he is too hot-headed for Kristine's mother to consider him a good suitor for his daughter. Servant Viskrelis and stable boy Sutka try to tempt Edgars to a life of drinking and a relationship with the barmaid Matilde. Meanwhile, Kristine is courted by a rich landowner, Akmentins.",The Swamp Wader,1966-07-13,5.25,4
4153,37233,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",The Firm,1993-06-30,6.742,2333
4154,990140,"Qiao Feng is the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story—and the unknown enemies working to destroy him from the shadows.",Sakra,2023-01-16,6.483,201
4155,812621,"Laura's studies consume all of her waking hours. No time for her husband's hypochondria, nor for her children's fights. But when everything goes dark, time is all she will have.",The Gloom,2021-04-01,6.0,1
4156,701244,An unconventional heist movie about three people locked in a deadly game of cons and double crosses.,Here Comes the Flood,,0.0,0
4157,169917,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,A Walk Among the Tombstones,2014-09-18,6.333,3044
4158,63799,"This is a tough story of a love triangle, but not just treason. Here, love coexists next to death, and real life is intertwined with mysticism.",The Scent of Life,2007-06-06,1.0,1
4159,239678,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",This Is Where I Leave You,2014-09-10,6.641,1503
4160,1627796,"A story of a drunken dare that pulls best friends into a sexy secret, sparking desire, guilt, and jealousy while testing how far friendship can go.",Pansamantala,2026-02-13,6.5,4
4161,643686,"The smuggler Raja Sikder, the chicken thief Kadam Chora and the Prince - all have the same profession, Cheating people. Through these three, the character of the hypocritical people of the country has come up.  A 1998 comedy movie starring Rubel, Humayun Faridi, A.T.M Shamsuzzaman, Razib, Tamanna, Khalil, Nasir Khan, Eliash Kobra, Kobair Kha,Suruj Bangali, Jacky, Shamsuddin and others.",Vondo,1998-05-15,7.0,2
4162,409,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",The English Patient,1996-11-14,7.143,2415
4163,1700649,"Roc, a restless college student, has trouble falling asleep. After a few failed sleep-inducing methods, he discovers one that includes buying a pillow from an unknown website. After his purchase, he feels satisfied with his new sleep cycle until he becomes self-reliant on the pillow, creating a harmful addiction.",Remedy,2026-04-25,0.0,0
4164,582834,,The Key,1983-12-24,10.0,1
4165,7229,"After hiding his loot and getting thrown in jail, brooding outlaw Ruby befriends Quentin, a dim-witted and garrulous giant. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin, Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.",Ruby & Quentin,2003-10-22,6.702,911
4166,81672,"Two teenage friends conspire to find out how much their youthful sensuality can disrupt one of their households, headed by a dentist and his mentally-ill wife.",Appassionata,1974-05-22,5.6,58
4167,1548113,"Music, comedy, and a whole lot of chaos is bound to ensue when The Muppets once again take the stage of the original Muppet Theatre with their very special guest, Sabrina Carpenter!",The Muppet Show,2026-02-03,7.2,112
4168,82,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",Miami Vice,2006-07-27,6.0,2006
4169,11653,"When a fellow scientist asks for Jack's help in locating the mausoleum of China's first emperor, the past collides violently with the present as Jack discovers his amazing visions are based in fact.",The Myth,2005-05-11,6.413,427
4170,10781,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",The Texas Chainsaw Massacre: The Beginning,2006-10-05,6.164,1990
4171,10559,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",Frequency,2000-04-28,7.269,2043
